"","density","age","weight","height","adipos","free","neck","chest","abdom","hip","thigh","knee","ankle","biceps","forearm","wrist"
"1",19.962,2.324,84.068,2.193,16.91,36.637,4.403,11.187,20.648,15.565,8.351,4.678,1.887,3.962,2.944,3.427
