"","X1","X2","muhat","Vhat"
"631",3.6212,1.5,0.217304,0.001299
"632",3.6212,1.6,0.226445,0.001511
"633",3.6212,1.7,0.235741,0.001735
"634",3.6212,1.8,0.245214,0.002011
"635",3.6212,1.9,0.25484,0.002298
"636",3.6212,2,0.264621,0.002595
"637",3.6212,2.1,0.274537,0.00293
"638",3.6212,2.2,0.284595,0.00331
"639",3.6212,2.3,0.294787,0.003732
"640",3.6212,2.4,0.3051,0.004172
"641",3.6212,2.5,0.315494,0.004608
"642",3.6212,2.6,0.326011,0.005092
"643",3.6212,2.7,0.336618,0.00561
"644",3.6212,2.8,0.347293,0.006159
"645",3.6212,2.9,0.358047,0.006749
"646",3.6212,3,0.368808,0.007336
"647",3.6212,3.1,0.379679,0.007896
"648",3.6212,3.2,0.390546,0.008497
"649",3.6212,3.3,0.40143,0.009165
"650",3.6212,3.4,0.412348,0.009831
"651",3.6212,3.5,0.423291,0.010431
"652",3.6212,3.6,0.434164,0.011129
"653",3.6212,3.7,0.445054,0.011727
"654",3.6212,3.8,0.455898,0.012416
"655",3.6212,3.9,0.466746,0.012898
"656",3.6212,4,0.477526,0.013232
"657",4.3143,0,0.102248,0.000105
"658",4.3143,0.1,0.108568,0.000129
"659",4.3143,0.2,0.115077,0.000172
"660",4.3143,0.3,0.121777,0.000224
"661",4.3143,0.4,0.128664,0.000288
"662",4.3143,0.5,0.135739,0.000366
"663",4.3143,0.6,0.143003,0.000464
"664",4.3143,0.7,0.150459,0.000569
"665",4.3143,0.8,0.158101,0.000708
"666",4.3143,0.9,0.165937,0.000853
"667",4.3143,1,0.173954,0.00104
"668",4.3143,1.1,0.182166,0.001238
"669",4.3143,1.2,0.190555,0.001479
"670",4.3143,1.3,0.199126,0.001758
"671",4.3143,1.4,0.207894,0.002075
"672",4.3143,1.5,0.216821,0.002411
"673",4.3143,1.6,0.22593,0.002822
"674",4.3143,1.7,0.235205,0.00327
"675",4.3143,1.8,0.244648,0.00376
"676",4.3143,1.9,0.254241,0.0043
"677",4.3143,2,0.264,0.004916
"678",4.3143,2.1,0.273894,0.005529
"679",4.3143,2.2,0.283924,0.006202
"680",4.3143,2.3,0.294091,0.006964
"681",4.3143,2.4,0.304372,0.007806
"682",4.3143,2.5,0.314754,0.008656
"683",4.3143,2.6,0.32524,0.009574
"684",4.3143,2.7,0.335821,0.010552
"685",4.3143,2.8,0.346473,0.011614
"686",4.3143,2.9,0.357195,0.012671
"687",4.3143,3,0.367977,0.013767
"688",4.3143,3.1,0.378789,0.014779
"689",4.3143,3.2,0.389623,0.015888
"690",4.3143,3.3,0.400505,0.017052
"691",4.3143,3.4,0.4114,0.01827
"692",4.3143,3.5,0.422277,0.019496
"693",4.3143,3.6,0.43315,0.020593
"694",4.3143,3.7,0.444025,0.021801
"695",4.3143,3.8,0.454861,0.022919
"696",4.3143,3.9,0.465649,0.023876
"697",4.3143,4,0.476429,0.024337
"698",4.4197,0,0.102239,0.000116
"699",4.4197,0.1,0.108559,0.000142
"700",4.4197,0.2,0.115068,0.00019
"701",4.4197,0.3,0.121765,0.000249
"702",4.4197,0.4,0.128653,0.000316
"703",4.4197,0.5,0.135727,0.000401
"704",4.4197,0.6,0.142991,0.000507
"705",4.4197,0.7,0.150447,0.000623
"706",4.4197,0.8,0.158087,0.00077
"707",4.4197,0.9,0.165922,0.000937
"708",4.4197,1,0.17394,0.001142
"709",4.4197,1.1,0.182146,0.001356
"710",4.4197,1.2,0.190536,0.001616
"711",4.4197,1.3,0.199108,0.001919
"712",4.4197,1.4,0.207865,0.002261
"713",4.4197,1.5,0.216795,0.002645
"714",4.4197,1.6,0.2259,0.003092
"715",4.4197,1.7,0.235171,0.003585
"716",4.4197,1.8,0.244615,0.004099
"717",4.4197,1.9,0.25421,0.004695
"718",4.4197,2,0.263955,0.005394
"719",4.4197,2.1,0.273852,0.006043
"720",4.4197,2.2,0.283885,0.006803
"721",4.4197,2.3,0.294048,0.00763
"722",4.4197,2.4,0.304326,0.008494
"723",4.4197,2.5,0.314713,0.009439
"724",4.4197,2.6,0.325197,0.010414
"725",4.4197,2.7,0.335771,0.011469
"726",4.4197,2.8,0.346422,0.012615
"727",4.4197,2.9,0.357139,0.0137
"728",4.4197,3,0.367905,0.014871
"729",4.4197,3.1,0.378727,0.016128
"730",4.4197,3.2,0.389564,0.017356
"731",4.4197,3.3,0.400435,0.018505
"732",4.4197,3.4,0.411318,0.019869
"733",4.4197,3.5,0.422206,0.021212
"734",4.4197,3.6,0.433085,0.022345
"735",4.4197,3.7,0.443942,0.023761
"736",4.4197,3.8,0.454783,0.024982
"737",4.4197,3.9,0.465572,0.025959
"738",4.4197,4,0.476332,0.026464
"739",4.5374,0,0.102222,0.000127
"740",4.5374,0.1,0.10854,0.000157
"741",4.5374,0.2,0.115047,0.000209
"742",4.5374,0.3,0.121744,0.000274
"743",4.5374,0.4,0.128627,0.000348
"744",4.5374,0.5,0.135702,0.00044
"745",4.5374,0.6,0.142968,0.000555
"746",4.5374,0.7,0.150422,0.000689
"747",4.5374,0.8,0.158062,0.000853
"748",4.5374,0.9,0.16589,0.001029
"749",4.5374,1,0.17391,0.001245
"750",4.5374,1.1,0.182114,0.001496
"751",4.5374,1.2,0.190503,0.00178
"752",4.5374,1.3,0.199071,0.002111
"753",4.5374,1.4,0.207823,0.002503
"754",4.5374,1.5,0.21675,0.002897
"755",4.5374,1.6,0.225857,0.00339
"756",4.5374,1.7,0.235125,0.003887
"757",4.5374,1.8,0.244561,0.004473
"758",4.5374,1.9,0.254151,0.005132
"759",4.5374,2,0.263896,0.005895
"760",4.5374,2.1,0.273786,0.006632
"761",4.5374,2.2,0.28382,0.007517
"762",4.5374,2.3,0.293964,0.008437
"763",4.5374,2.4,0.30424,0.009344
"764",4.5374,2.5,0.314625,0.01032
"765",4.5374,2.6,0.325097,0.011422
"766",4.5374,2.7,0.33566,0.012619
"767",4.5374,2.8,0.346295,0.013909
"768",4.5374,2.9,0.357014,0.01516
"769",4.5374,3,0.367762,0.016438
"770",4.5374,3.1,0.378574,0.017837
"771",4.5374,3.2,0.389412,0.01913
"772",4.5374,3.3,0.400266,0.020482
"773",4.5374,3.4,0.411162,0.02206
"774",4.5374,3.5,0.42203,0.023552
"775",4.5374,3.6,0.432903,0.024999
"776",4.5374,3.7,0.443756,0.026555
"777",4.5374,3.8,0.454583,0.028069
"778",4.5374,3.9,0.465375,0.029135
"779",4.5374,4,0.476121,0.029735
"780",4.671,0,0.102195,0.000152
"781",4.671,0.1,0.10851,0.000191
"782",4.671,0.2,0.115014,0.000253
"783",4.671,0.3,0.121707,0.000329
"784",4.671,0.4,0.128589,0.00042
"785",4.671,0.5,0.135658,0.000535
"786",4.671,0.6,0.142918,0.000666
"787",4.671,0.7,0.150366,0.000822
"788",4.671,0.8,0.158004,0.00102
"789",4.671,0.9,0.165828,0.00123
"790",4.671,1,0.173842,0.001501
"791",4.671,1.1,0.182042,0.00179
"792",4.671,1.2,0.190425,0.002139
"793",4.671,1.3,0.198992,0.002557
"794",4.671,1.4,0.207739,0.003006
"795",4.671,1.5,0.216668,0.003489
"796",4.671,1.6,0.225768,0.004074
"797",4.671,1.7,0.235035,0.004698
"798",4.671,1.8,0.244466,0.005441
"799",4.671,1.9,0.254058,0.00628
"800",4.671,2,0.263799,0.007128
"801",4.671,2.1,0.273686,0.007961
"802",4.671,2.2,0.283708,0.009069
"803",4.671,2.3,0.293857,0.010138
"804",4.671,2.4,0.304121,0.011348
"805",4.671,2.5,0.314495,0.012618
"806",4.671,2.6,0.324977,0.013987
"807",4.671,2.7,0.335527,0.015392
"808",4.671,2.8,0.346174,0.016923
"809",4.671,2.9,0.356872,0.018287
"810",4.671,3,0.367631,0.019861
"811",4.671,3.1,0.378422,0.021582
"812",4.671,3.2,0.389268,0.023153
"813",4.671,3.3,0.400113,0.024911
"814",4.671,3.4,0.410982,0.026758
"815",4.671,3.5,0.421847,0.028581
"816",4.671,3.6,0.432717,0.030254
"817",4.671,3.7,0.443563,0.032175
"818",4.671,3.8,0.454374,0.033867
"819",4.671,3.9,0.46517,0.035187
"820",4.671,4,0.47591,0.035984
"821",4.8251,0,0.102191,0.00017
"822",4.8251,0.1,0.108506,0.000212
"823",4.8251,0.2,0.115009,0.000283
"824",4.8251,0.3,0.121701,0.000365
"825",4.8251,0.4,0.128582,0.000465
"826",4.8251,0.5,0.135651,0.000595
"827",4.8251,0.6,0.142909,0.000741
"828",4.8251,0.7,0.150357,0.000916
"829",4.8251,0.8,0.157993,0.001135
"830",4.8251,0.9,0.165818,0.00137
"831",4.8251,1,0.173831,0.00167
"832",4.8251,1.1,0.182029,0.001986
"833",4.8251,1.2,0.190412,0.002365
"834",4.8251,1.3,0.19898,0.002844
"835",4.8251,1.4,0.207725,0.003325
"836",4.8251,1.5,0.21665,0.003863
"837",4.8251,1.6,0.225748,0.004478
"838",4.8251,1.7,0.235017,0.005177
"839",4.8251,1.8,0.244445,0.005992
"840",4.8251,1.9,0.254036,0.006905
"841",4.8251,2,0.263776,0.007832
"842",4.8251,2.1,0.273657,0.008814
"843",4.8251,2.2,0.283674,0.009898
"844",4.8251,2.3,0.293818,0.01115
"845",4.8251,2.4,0.304079,0.012465
"846",4.8251,2.5,0.314449,0.013804
"847",4.8251,2.6,0.324922,0.015218
"848",4.8251,2.7,0.33548,0.016853
"849",4.8251,2.8,0.346112,0.018584
"850",4.8251,2.9,0.356809,0.020131
"851",4.8251,3,0.367565,0.021776
"852",4.8251,3.1,0.37836,0.023607
"853",4.8251,3.2,0.389184,0.025264
"854",4.8251,3.3,0.400049,0.027331
"855",4.8251,3.4,0.410898,0.029234
"856",4.8251,3.5,0.421759,0.031202
"857",4.8251,3.6,0.432616,0.033052
"858",4.8251,3.7,0.443447,0.035079
"859",4.8251,3.8,0.454277,0.036954
"860",4.8251,3.9,0.465046,0.038375
"861",4.8251,4,0.475792,0.039129
"862",5.0075,0,0.102178,0.000201
"863",5.0075,0.1,0.108492,0.000253
"864",5.0075,0.2,0.114995,0.000337
"865",5.0075,0.3,0.121687,0.000444
"866",5.0075,0.4,0.128568,0.000563
"867",5.0075,0.5,0.135637,0.000716
"868",5.0075,0.6,0.142895,0.000887
"869",5.0075,0.7,0.150342,0.001087
"870",5.0075,0.8,0.157977,0.001355
"871",5.0075,0.9,0.165802,0.001658
"872",5.0075,1,0.173812,0.001994
"873",5.0075,1.1,0.182009,0.00239
"874",5.0075,1.2,0.190394,0.002829
"875",5.0075,1.3,0.19896,0.003411
"876",5.0075,1.4,0.207704,0.004016
"877",5.0075,1.5,0.216626,0.004623
"878",5.0075,1.6,0.225721,0.005429
"879",5.0075,1.7,0.234989,0.006275
"880",5.0075,1.8,0.244414,0.007258
"881",5.0075,1.9,0.253999,0.008307
"882",5.0075,2,0.263737,0.009522
"883",5.0075,2.1,0.273614,0.010627
"884",5.0075,2.2,0.283627,0.012004
"885",5.0075,2.3,0.293772,0.013471
"886",5.0075,2.4,0.304033,0.015076
"887",5.0075,2.5,0.314405,0.016639
"888",5.0075,2.6,0.324865,0.018425
"889",5.0075,2.7,0.335414,0.02042
"890",5.0075,2.8,0.346038,0.022463
"891",5.0075,2.9,0.356732,0.024253
"892",5.0075,3,0.367463,0.026392
"893",5.0075,3.1,0.378257,0.028519
"894",5.0075,3.2,0.389078,0.030747
"895",5.0075,3.3,0.39991,0.032942
"896",5.0075,3.4,0.410773,0.035531
"897",5.0075,3.5,0.421626,0.037889
"898",5.0075,3.6,0.432466,0.040004
"899",5.0075,3.7,0.443294,0.042648
"900",5.0075,3.8,0.454102,0.045054
"901",5.0075,3.9,0.464858,0.046824
"902",5.0075,4,0.475572,0.047916
"903",5.2306,0,0.102168,0.000244
"904",5.2306,0.1,0.108481,0.000301
"905",5.2306,0.2,0.114983,0.000402
"906",5.2306,0.3,0.121672,0.000532
"907",5.2306,0.4,0.128551,0.00067
"908",5.2306,0.5,0.135618,0.000856
"909",5.2306,0.6,0.142875,0.001068
"910",5.2306,0.7,0.15032,0.001305
"911",5.2306,0.8,0.157953,0.001619
"912",5.2306,0.9,0.165774,0.00198
"913",5.2306,1,0.173783,0.002397
"914",5.2306,1.1,0.181978,0.002854
"915",5.2306,1.2,0.190357,0.00341
"916",5.2306,1.3,0.19892,0.004052
"917",5.2306,1.4,0.207661,0.004811
"918",5.2306,1.5,0.21658,0.005556
"919",5.2306,1.6,0.22567,0.006457
"920",5.2306,1.7,0.234927,0.007483
"921",5.2306,1.8,0.244349,0.008536
"922",5.2306,1.9,0.253929,0.009771
"923",5.2306,2,0.263659,0.011211
"924",5.2306,2.1,0.273535,0.012728
"925",5.2306,2.2,0.283539,0.014221
"926",5.2306,2.3,0.293675,0.015996
"927",5.2306,2.4,0.303925,0.017842
"928",5.2306,2.5,0.314276,0.019725
"929",5.2306,2.6,0.324736,0.021819
"930",5.2306,2.7,0.335272,0.024266
"931",5.2306,2.8,0.345889,0.026619
"932",5.2306,2.9,0.356579,0.029228
"933",5.2306,3,0.367315,0.031503
"934",5.2306,3.1,0.378084,0.034074
"935",5.2306,3.2,0.388904,0.036586
"936",5.2306,3.3,0.399736,0.039493
"937",5.2306,3.4,0.410578,0.042245
"938",5.2306,3.5,0.421433,0.045246
"939",5.2306,3.6,0.432253,0.047916
"940",5.2306,3.7,0.443088,0.050788
"941",5.2306,3.8,0.453874,0.053547
"942",5.2306,3.9,0.464636,0.055813
"943",5.2306,4,0.475349,0.057214
"944",5.5183,0,0.102166,0.000327
"945",5.5183,0.1,0.108479,0.000399
"946",5.5183,0.2,0.114979,0.000534
"947",5.5183,0.3,0.121668,0.000688
"948",5.5183,0.4,0.128546,0.00089
"949",5.5183,0.5,0.135612,0.00111
"950",5.5183,0.6,0.142866,0.001405
"951",5.5183,0.7,0.150309,0.001712
"952",5.5183,0.8,0.157941,0.002127
"953",5.5183,0.9,0.16576,0.002586
"954",5.5183,1,0.173764,0.003114
"955",5.5183,1.1,0.181954,0.003729
"956",5.5183,1.2,0.190325,0.004454
"957",5.5183,1.3,0.198877,0.005303
"958",5.5183,1.4,0.207611,0.006213
"959",5.5183,1.5,0.216521,0.007292
"960",5.5183,1.6,0.225602,0.008446
"961",5.5183,1.7,0.234853,0.009757
"962",5.5183,1.8,0.244256,0.011139
"963",5.5183,1.9,0.25383,0.012812
"964",5.5183,2,0.263536,0.014647
"965",5.5183,2.1,0.273392,0.016606
"966",5.5183,2.2,0.283397,0.018676
"967",5.5183,2.3,0.293502,0.020992
"968",5.5183,2.4,0.303737,0.023396
"969",5.5183,2.5,0.314096,0.0259
"970",5.5183,2.6,0.32452,0.02847
"971",5.5183,2.7,0.33504,0.031724
"972",5.5183,2.8,0.345633,0.034834
"973",5.5183,2.9,0.356285,0.038108
"974",5.5183,3,0.366997,0.041181
"975",5.5183,3.1,0.377737,0.044744
"976",5.5183,3.2,0.388547,0.048088
"977",5.5183,3.3,0.399348,0.051541
"978",5.5183,3.4,0.410174,0.055201
"979",5.5183,3.5,0.421002,0.05864
"980",5.5183,3.6,0.431795,0.062272
"981",5.5183,3.7,0.442596,0.06583
"982",5.5183,3.8,0.453361,0.069986
"983",5.5183,3.9,0.464084,0.073089
"984",5.5183,4,0.474805,0.074772
"985",5.9237,0,0.102163,0.000477
"986",5.9237,0.1,0.108473,0.000589
"987",5.9237,0.2,0.114971,0.000794
"988",5.9237,0.3,0.121657,0.001024
"989",5.9237,0.4,0.12853,0.001313
"990",5.9237,0.5,0.135591,0.00165
"991",5.9237,0.6,0.142839,0.002047
"992",5.9237,0.7,0.150272,0.002531
"993",5.9237,0.8,0.157892,0.003101
"994",5.9237,0.9,0.165698,0.003759
"995",5.9237,1,0.17369,0.004511
"996",5.9237,1.1,0.18187,0.005388
"997",5.9237,1.2,0.190234,0.006393
"998",5.9237,1.3,0.198777,0.007631
"999",5.9237,1.4,0.207487,0.008798
"1000",5.9237,1.5,0.216378,0.010376
"1001",5.9237,1.6,0.225438,0.011908
"1002",5.9237,1.7,0.234659,0.013839
"1003",5.9237,1.8,0.244045,0.015903
"1004",5.9237,1.9,0.253585,0.018226
"1005",5.9237,2,0.263281,0.020488
"1006",5.9237,2.1,0.273113,0.02336
"1007",5.9237,2.2,0.283074,0.026209
"1008",5.9237,2.3,0.293159,0.029417
"1009",5.9237,2.4,0.303366,0.032988
"1010",5.9237,2.5,0.313675,0.036185
"1011",5.9237,2.6,0.324055,0.039801
"1012",5.9237,2.7,0.33457,0.044374
"1013",5.9237,2.8,0.345135,0.048595
"1014",5.9237,2.9,0.355774,0.052907
"1015",5.9237,3,0.366447,0.057171
"1016",5.9237,3.1,0.377165,0.061652
"1017",5.9237,3.2,0.387921,0.066874
"1018",5.9237,3.3,0.398675,0.071705
"1019",5.9237,3.4,0.409474,0.076549
"1020",5.9237,3.5,0.42025,0.08139
"1021",5.9237,3.6,0.431034,0.086659
"1022",5.9237,3.7,0.441789,0.091685
"1023",5.9237,3.8,0.452521,0.096704
"1024",5.9237,3.9,0.463217,0.100955
"1025",5.9237,4,0.473899,0.103357
"1026",6.6169,0,0.102231,0.000922
"1027",6.6169,0.1,0.108546,0.001146
"1028",6.6169,0.2,0.115047,0.001497
"1029",6.6169,0.3,0.121733,0.001927
"1030",6.6169,0.4,0.128603,0.00245
"1031",6.6169,0.5,0.13566,0.003093
"1032",6.6169,0.6,0.142897,0.003827
"1033",6.6169,0.7,0.150322,0.004714
"1034",6.6169,0.8,0.157933,0.005745
"1035",6.6169,0.9,0.165723,0.007024
"1036",6.6169,1,0.173695,0.008493
"1037",6.6169,1.1,0.18185,0.009913
"1038",6.6169,1.2,0.19018,0.011897
"1039",6.6169,1.3,0.198687,0.014153
"1040",6.6169,1.4,0.207371,0.016625
"1041",6.6169,1.5,0.216219,0.01917
"1042",6.6169,1.6,0.225234,0.022227
"1043",6.6169,1.7,0.234416,0.025591
"1044",6.6169,1.8,0.243753,0.029177
"1045",6.6169,1.9,0.253244,0.0334
"1046",6.6169,2,0.262878,0.037814
"1047",6.6169,2.1,0.272655,0.042725
"1048",6.6169,2.2,0.282555,0.048155
"1049",6.6169,2.3,0.292574,0.053845
"1050",6.6169,2.4,0.302719,0.060003
"1051",6.6169,2.5,0.312934,0.066292
"1052",6.6169,2.6,0.323292,0.072553
"1053",6.6169,2.7,0.33372,0.080904
"1054",6.6169,2.8,0.344187,0.08898
"1055",6.6169,2.9,0.354761,0.096915
"1056",6.6169,3,0.365344,0.105237
"1057",6.6169,3.1,0.375998,0.113293
"1058",6.6169,3.2,0.386684,0.122306
"1059",6.6169,3.3,0.39738,0.130785
"1060",6.6169,3.4,0.408097,0.140565
"1061",6.6169,3.5,0.418795,0.149821
"1062",6.6169,3.6,0.429474,0.158447
"1063",6.6169,3.7,0.440205,0.167566
"1064",6.6169,3.8,0.450834,0.176806
"1065",6.6169,3.9,0.461471,0.184211
"1066",6.6169,4,0.472101,0.188345
